Date_Forecast;Forecast_ANN_ARCH;Forecast_GARCH;Forecast_GJR_GARCH;Forecast_TARCH;Forecast_EGARCH;Forecast_AVGARCH;Forecast_FIGARCH;ReturnForecast;TrueSD;VaR_ANN_ARCH;VaR_GARCH;VaR_GJR_GARCH;VaR_TARCH;VaR_EGARCH;VaR_AVGARCH;VaR_FIGARCH;SquaredError
27/10/2009;0.013005492;0.013751558;0.013243025;0.016902403;0.016272887;0.018066518;0.012616821;-0.003323307;0.02027344;0.042855151;0.033468558;0.032016881;0.036097556;0.036625656;0.038398565;0.03172587;5.28E-05
28/10/2009;0.011193923;0.012855247;0.01257762;0.016314907;0.014894795;0.016610084;0.013239863;-0.019734386;0.020522672;0.036982989;0.032402811;0.031259831;0.035519868;0.035090152;0.036857956;0.032563722;8.70E-05
29/10/2009;0.015349197;0.015789033;0.017322831;0.022665493;0.018050742;0.019675579;0.012762528;0.022270124;0.018384115;0.050532306;0.035837463;0.036521809;0.041679501;0.038513524;0.040017197;0.031849088;9.21E-06
30/10/2009;0.018330753;0.019237908;0.016576523;0.020620503;0.021983669;0.023490821;0.015763668;-0.028466028;0.017476087;0.06027294;0.039553681;0.035678407;0.039768885;0.042478645;0.043783748;0.035417421;7.30E-07
02/11/2009;0.02100089;0.02588371;0.027591294;0.032597686;0.02864224;0.029702844;0.020089299;0.006435653;0.007412313;0.068953021;0.045954786;0.045987432;0.049929219;0.048486346;0.049336992;0.040116616;0.000184649
03/11/2009;0.024471115;0.023953296;0.025472322;0.028674344;0.026362573;0.027322176;0.027397034;0.002423064;0.010221976;0.08034277;0.044242441;0.044230202;0.047030631;0.046572649;0.047433047;0.046966973;0.000203038
04/11/2009;0.030488076;0.02243964;0.024453731;0.026240471;0.023623084;0.024314174;0.027460589;0.001042077;0.010696036;0.099893062;0.042688014;0.043176166;0.044463346;0.043965132;0.044306972;0.046870373;0.000391725
05/11/2009;0.021542022;0.020543038;0.022621902;0.023356185;0.0204166;0.021063361;0.025243295;0.019052887;0.010096135;0.070689176;0.040915039;0.04159422;0.041979957;0.040925809;0.041272558;0.045025411;0.000131008
06/11/2009;0.021965733;0.022182546;0.021145754;0.020863836;0.023079125;0.023752723;0.022572295;0.002500124;0.011708148;0.072048887;0.04238501;0.040113553;0.039633309;0.043382172;0.04374761;0.042415067;0.000105218
09/11/2009;0.018590977;0.020305923;0.019624649;0.018583998;0.020283927;0.020912439;0.0229759;0.021995085;0.011705504;0.061036686;0.040561837;0.038670115;0.037413627;0.040677183;0.041040762;0.042857739;4.74E-05
10/11/2009;0.019587668;0.023021113;0.018434254;0.016723027;0.023892822;0.024475704;0.021142273;-6.40E-05;0.00904467;0.064266276;0.043011539;0.037325489;0.03538968;0.043982775;0.044272234;0.040883978;0.000111155
11/11/2009;0.025762409;0.021051869;0.017176848;0.014964491;0.020648838;0.021165997;0.023021364;0.005019358;0.008973291;0.084332121;0.041182606;0.036097151;0.033556705;0.04092623;0.041208863;0.042779721;0.000281874
12/11/2009;0.019878818;0.019577392;0.016069679;0.013476579;0.019031531;0.019631897;0.021588232;-0.010312359;0.009021824;0.065194141;0.039842642;0.035023447;0.031971243;0.039408741;0.039837876;0.04155603;0.000117874
13/11/2009;0.013385165;0.019188706;0.01666869;0.016064708;0.019342167;0.020072334;0.019608267;0.005722887;0.010161018;0.044072748;0.039495494;0.035694724;0.034939341;0.039779134;0.040366925;0.039617625;1.04E-05
16/11/2009;0.009838344;0.017839712;0.01556166;0.014320727;0.017888553;0.018632995;0.018473722;0.014363977;0.009996521;0.032518509;0.037997847;0.034447023;0.032945836;0.038190102;0.038813191;0.038390639;2.50E-08
17/11/2009;0.012480176;0.018127952;0.014616809;0.012895798;0.018949802;0.019768584;0.016850673;0.000918984;0.009689003;0.041108145;0.038100028;0.033227851;0.031138246;0.039117318;0.039807231;0.036439868;7.79E-06
18/11/2009;0.00977959;0.016684681;0.013684192;0.011592441;0.016401097;0.017176004;0.016701181;-0.000468351;0.009655573;0.032281549;0.036572547;0.032195934;0.029578918;0.036400999;0.037128266;0.036319135;1.54E-08
19/11/2009;0.009323079;0.015419021;0.012856401;0.010652712;0.014396894;0.015177758;0.015261043;-0.013516806;0.009954123;0.030812089;0.035224155;0.031263588;0.028424621;0.034161736;0.034972115;0.034765724;3.98E-07
20/11/2009;0.011359657;0.016099952;0.014746512;0.014231393;0.015855686;0.016831827;0.013788675;-0.003220102;0.011335706;0.037432862;0.035970879;0.033466259;0.03287845;0.035847558;0.036981417;0.032965067;5.74E-10
23/11/2009;0.014290717;0.01495126;0.013940963;0.013861852;0.014466521;0.015459966;0.014048299;0.013523914;0.011367511;0.04703708;0.03463667;0.032558841;0.032469601;0.034213939;0.03542196;0.033272808;8.55E-06
24/11/2009;0.013623551;0.015396098;0.013171932;0.012556307;0.01560924;0.016729611;0.013242134;-0.00053345;0.010953956;0.044871204;0.035037746;0.031553211;0.030819895;0.035436185;0.036757354;0.032164135;7.13E-06
25/11/2009;0.010579729;0.014167169;0.01233928;0.011427165;0.013610483;0.014622917;0.013423416;0.004494007;0.010940829;0.034946744;0.033543458;0.030529601;0.029383077;0.033020975;0.034228405;0.032362363;1.30E-07
27/11/2009;0.008912251;0.013188562;0.011584481;0.010337796;0.012527178;0.013617924;0.012421424;-0.0173837;0.011326149;0.029517248;0.032321869;0.029565143;0.027956818;0.031647401;0.032993498;0.031090395;5.83E-06
30/11/2009;0.013014989;0.015420914;0.015520789;0.015622324;0.015275652;0.016460915;0.01171306;0.003785818;0.007501915;0.042843508;0.035092519;0.034270828;0.03436327;0.035076761;0.036470695;0.030250734;3.04E-05
01/12/2009;0.014538147;0.014275476;0.014484074;0.013916463;0.013811136;0.014934924;0.013456008;0.012002903;0.007779272;0.047779426;0.033677917;0.03306775;0.032388859;0.033278379;0.034579668;0.032398694;4.57E-05
02/12/2009;0.012557899;0.014361317;0.013605634;0.01253883;0.014494902;0.015669291;0.012980545;0.00034264;0.006451757;0.041325179;0.033604139;0.031918892;0.03062907;0.033940485;0.03524761;0.03163565;3.73E-05
03/12/2009;0.009838919;0.013221371;0.012730548;0.011256104;0.012487038;0.013582167;0.012973015;-0.008437597;0.007036518;0.032438257;0.032213743;0.030886765;0.02903462;0.031466944;0.032744805;0.031633119;7.85E-06
04/12/2009;0.012467224;0.01306634;0.013053392;0.013086491;0.01278694;0.01401556;0.012081652;0.005494312;0.006871046;0.041006002;0.032114111;0.031351812;0.031376488;0.031929918;0.033400512;0.030593285;3.13E-05
07/12/2009;0.013455098;0.012264731;0.012239022;0.01178212;0.011997214;0.013281583;0.01161653;-0.002471433;0.006578691;0.044190767;0.03105277;0.03031913;0.029756966;0.030899075;0.032490184;0.029941781;4.73E-05
08/12/2009;0.011565986;0.011435264;0.01159168;0.011526422;0.010951132;0.012317992;0.010784406;-0.010304492;0.006999053;0.03800899;0.030035721;0.029563826;0.029605041;0.02957178;0.031392771;0.028889944;2.09E-05
09/12/2009;0.015807083;0.011871769;0.012501349;0.013878083;0.011846994;0.013284422;0.010235769;0.003665645;0.004940316;0.051786514;0.030769828;0.030827084;0.032458512;0.030882853;0.032712173;0.028289141;0.000118087
10/12/2009;0.014738685;0.011045015;0.011730509;0.012518113;0.010800148;0.012281885;0.010255586;0.00582272;0.004973226;0.048414289;0.029639312;0.029849684;0.030865162;0.029458377;0.03144248;0.028281057;9.54E-05
11/12/2009;0.013045975;0.010417176;0.011005678;0.011245618;0.01024655;0.011767151;0.009509969;0.003676328;0.007557684;0.042874721;0.028691305;0.028864242;0.029175333;0.028608657;0.030659012;0.027122097;3.01E-05
14/12/2009;0.011030084;0.009762946;0.010411998;0.010351246;0.009430877;0.011065731;0.008935477;0.006935296;0.007948448;0.036310207;0.027869061;0.028173805;0.028254812;0.027551489;0.029914073;0.026368055;9.50E-06
15/12/2009;0.010140994;0.009365565;0.009791673;0.009448302;0.00922305;0.010944154;0.008152949;-0.005562409;0.00889296;0.033359734;0.027200256;0.027250485;0.027010655;0.027162248;0.029696172;0.02507747;1.56E-06
16/12/2009;0.011298611;0.009191162;0.009778501;0.010181068;0.009274693;0.010973647;0.008095375;0.001127594;0.008390695;0.037092325;0.026935057;0.027276679;0.027823705;0.027219977;0.029606414;0.025022846;8.46E-06
17/12/2009;0.011521121;0.00862294;0.009450331;0.009509757;0.008208197;0.00991739;0.007855768;-0.011880914;0.008383095;0.037923521;0.026180289;0.026950348;0.027077309;0.025679687;0.028208132;0.024710001;9.85E-06
18/12/2009;0.014876006;0.009770947;0.011041233;0.012302644;0.009686193;0.011398728;0.007608126;0.005812952;0.003110165;0.048787332;0.028094589;0.029288001;0.030888065;0.028111527;0.030447115;0.02450589;0.000138435
21/12/2009;0.012415118;0.009311682;0.010372892;0.011124192;0.00934144;0.011166592;0.008350793;0.010448977;0.00363592;0.040891845;0.027470621;0.028411112;0.029418831;0.027656404;0.030278343;0.02571478;7.71E-05
22/12/2009;0.010147199;0.009574598;0.009875038;0.010247966;0.009942849;0.011869044;0.008340932;0.003557213;0.002508625;0.033500459;0.027747588;0.027628175;0.028297636;0.028451704;0.031215627;0.025566681;5.83E-05
23/12/2009;0.009200212;0.008965337;0.009365147;0.009518662;0.009146371;0.011172648;0.0085743;0.002296021;0.002494148;0.030373701;0.026885354;0.026966315;0.027562942;0.027342915;0.030447047;0.025959153;4.50E-05
24/12/2009;0.009377748;0.008266204;0.008796257;0.008804164;0.008134413;0.010245358;0.008089698;0.005242407;0.005657116;0.030917404;0.025776683;0.02612141;0.026695055;0.025748589;0.029210637;0.025165578;1.38E-05
28/12/2009;0.010412372;0.007741158;0.008218391;0.007947838;0.007669457;0.009875247;0.007447109;0.001153415;0.009381279;0.034262353;0.024828952;0.025158569;0.025221085;0.024876917;0.028621832;0.024061942;1.06E-06
29/12/2009;0.010817872;0.007608754;0.008043312;0.007226681;0.007104496;0.008977358;0.007331661;-0.001402034;0.009422081;0.03558347;0.024710526;0.024888531;0.023610331;0.024054385;0.027042305;0.024007583;1.95E-06
30/12/2009;0.009709531;0.006963388;0.007554889;0.006957389;0.006335299;0.008265461;0.006654788;0.00019541;0.009309433;0.032052701;0.023566115;0.024094871;0.023122401;0.022609203;0.025860305;0.022784201;1.60E-07
31/12/2009;0.009223452;0.006240642;0.007020819;0.006319048;0.005386875;0.007347682;0.006011;-0.010100436;0.009287079;0.030469013;0.022233137;0.023205652;0.021975339;0.020730135;0.024266209;0.021562525;4.05E-09
04/01/2010;0.01052054;0.007069003;0.008156908;0.008358999;0.00641218;0.008379296;0.005666712;0.015916082;0.006076086;0.034694309;0.023613635;0.024954685;0.025216384;0.022588845;0.025856382;0.02087095;1.98E-05
05/01/2010;0.009394995;0.008987894;0.007944507;0.007715212;0.00831343;0.010262779;0.006602662;0.003110832;0.001334659;0.031054763;0.026501977;0.024464144;0.024079144;0.02562327;0.028489935;0.022464367;6.50E-05
06/01/2010;0.008673428;0.008291236;0.007433631;0.007050431;0.007531678;0.00948444;0.008271511;0.000545372;0.005394317;0.028673011;0.025406434;0.023638922;0.022986807;0.024341345;0.027342613;0.025205409;1.08E-05
07/01/2010;0.007434278;0.007602736;0.006951846;0.006509235;0.006521521;0.008473128;0.008198299;0.003993218;0.006589067;0.024620161;0.02433572;0.022873578;0.022150018;0.022629677;0.025866842;0.025116029;7.14E-07
08/01/2010;0.005770538;0.007020163;0.006455577;0.005905801;0.006028701;0.00801347;0.007665316;0.002877583;0.006476801;0.019184005;0.023320618;0.022013035;0.02101847;0.021687311;0.025079551;0.024243675;4.99E-07
11/01/2010;0.008824303;0.00660089;0.006458298;0.005635197;0.005524317;0.00753948;0.007104626;0.001745232;0.008255464;0.029126873;0.022637573;0.022042427;0.020647071;0.020750027;0.024298653;0.023325077;3.24E-07
12/01/2010;0.009657754;0.005885678;0.005765625;0.005050885;0.004731823;0.006753894;0.006456495;-0.009425446;0.010423409;0.031779986;0.021268869;0.020759503;0.01941733;0.019082221;0.022865871;0.022154495;5.86E-07
13/01/2010;0.008921598;0.006939043;0.007147832;0.006990467;0.005941236;0.007939631;0.006187078;0.008291456;0.01072795;0.029389847;0.023252703;0.023257523;0.022962742;0.021586021;0.024950763;0.021768159;3.26E-06
14/01/2010;0.00938034;0.006938993;0.00671854;0.006345064;0.006224158;0.008265247;0.006585226;0.002423486;0.012496397;0.030955901;0.023130174;0.022439451;0.021725291;0.02198882;0.025344288;0.022375301;9.71E-06
15/01/2010;0.008875784;0.006622845;0.006397534;0.005865552;0.005724151;0.007747743;0.006763371;-0.010882126;0.013607738;0.029295806;0.022726546;0.022026648;0.020961474;0.021177352;0.024604385;0.022822793;2.24E-05
19/01/2010;0.009423168;0.007603994;0.007879196;0.00813521;0.006932059;0.00897049;0.006590062;0.012422151;0.015072674;0.031113293;0.02433448;0.024410667;0.024696462;0.023328399;0.026484495;0.022479388;3.19E-05
20/01/2010;0.008296713;0.008541181;0.007689175;0.007592989;0.008107199;0.010203578;0.007426378;-0.010654387;0.010987302;0.027467267;0.025739282;0.02401461;0.023799835;0.025185693;0.028214669;0.023804318;7.24E-06
21/01/2010;0.011499089;0.009220218;0.00893793;0.009906656;0.009152448;0.011301713;0.008394706;-0.019126657;0.012908113;0.037844426;0.026700229;0.025862298;0.02718199;0.026736786;0.029698468;0.025313512;1.99E-06
22/01/2010;0.014629479;0.012517439;0.013835269;0.015531798;0.012387399;0.01447843;0.009595852;-0.02238978;0.011581462;0.048066549;0.031226494;0.032203634;0.034086429;0.031206996;0.03373156;0.027172949;9.29E-06
25/01/2010;0.014939091;0.01688526;0.020491543;0.023610405;0.016835407;0.01872446;0.013394947;0.004587559;0.007854768;0.049132713;0.036309674;0.039114128;0.041977858;0.036412036;0.03844032;0.03225871;5.02E-05
26/01/2010;0.014892486;0.01552621;0.018871832;0.020657673;0.015268963;0.017017637;0.017634536;-0.004212058;0.01085531;0.049046734;0.034776655;0.037516077;0.0392181;0.03464267;0.036583274;0.03709721;1.63E-05
27/01/2010;0.016981257;0.014400268;0.0177008;0.020010083;0.014098787;0.015816102;0.017590202;0.004868283;0.012336537;0.055834063;0.033482499;0.036340282;0.038602896;0.033282156;0.03524757;0.037074118;2.16E-05
28/01/2010;0.013837557;0.013383132;0.016427526;0.017768803;0.013030939;0.014689861;0.016493985;-0.011888126;0.012607726;0.045600195;0.032257211;0.035002579;0.03636647;0.031977867;0.033933228;0.035890111;1.51E-06
29/01/2010;0.014465863;0.013892134;0.01731217;0.020660434;0.014241951;0.015904692;0.015124718;-0.009877799;0.018813166;0.04762583;0.032968612;0.036048731;0.039320473;0.033533267;0.03544589;0.034438895;1.89E-05
01/02/2010;0.01481962;0.0137294;0.017448683;0.022440258;0.014590652;0.016243237;0.014856127;0.014165306;0.01868035;0.048843312;0.032708633;0.036155451;0.040931624;0.033866876;0.035774301;0.034060494;1.49E-05
02/02/2010;0.016644049;0.014524018;0.016389138;0.020147431;0.015971268;0.017588782;0.014694064;0.01288952;0.016596463;0.054812759;0.033505566;0.034934828;0.038710565;0.035315481;0.037115852;0.033720728;2.26E-09
03/02/2010;0.016262915;0.014862128;0.015365317;0.018092379;0.016902633;0.018471391;0.015132946;-0.00548935;0.016615398;0.053529325;0.033831386;0.033787973;0.03667737;0.036275859;0.038034829;0.034154846;1.24E-07
04/02/2010;0.015070845;0.014207343;0.015083409;0.018806432;0.016182674;0.01770704;0.015384612;-0.031635856;0.016705651;0.049636442;0.033147158;0.033557406;0.037426842;0.035598593;0.037228027;0.034540883;2.67E-06
05/02/2010;0.017105902;0.023483406;0.028998046;0.031929623;0.02421828;0.024871428;0.01546247;0.00289293;0.008833678;0.056232608;0.042947822;0.046617082;0.048720347;0.043698823;0.044240467;0.034707836;6.84E-05
08/02/2010;0.033358637;0.021370785;0.026641463;0.02826192;0.021255512;0.021962343;0.022658597;-0.008902803;0.009183196;0.109225205;0.041037862;0.044747203;0.045922322;0.040993188;0.041623798;0.042224187;0.000584452
09/02/2010;0.032509658;0.020271074;0.025606656;0.029125857;0.020687499;0.021508287;0.022832514;0.012955842;0.009222342;0.106465716;0.039984366;0.043899425;0.046672324;0.040455242;0.041267413;0.042392277;0.000542299
10/02/2010;0.027075602;0.020021596;0.023741574;0.025797054;0.021248385;0.022064302;0.021969555;-0.002235069;0.008642068;0.088794121;0.03962199;0.042194393;0.043870206;0.040886862;0.041708996;0.041449731;0.000339795
11/02/2010;0.029724896;0.018356989;0.022033511;0.023846352;0.018861728;0.019719321;0.021269163;0.009633882;0.00753829;0.097398676;0.038066113;0.040772955;0.042345332;0.038640177;0.039606102;0.040924852;0.000492245
12/02/2010;0.014685539;0.017591046;0.02048339;0.021239921;0.018520459;0.019396874;0.01937507;-0.002748366;0.007648572;0.048465885;0.037153201;0.039236724;0.03989296;0.03818299;0.039166297;0.038927852;4.95E-05
16/02/2010;0.015476734;0.01616739;0.019135532;0.020001557;0.016546074;0.01740826;0.01791818;0.017840654;0.007208606;0.051022549;0.035582673;0.037906741;0.038693735;0.036053282;0.037044259;0.037376391;6.84E-05
17/02/2010;0.01297234;0.017766819;0.017974725;0.018145767;0.018954196;0.019787471;0.016188029;0.004229005;0.007332869;0.042877601;0.037198271;0.036641332;0.036825437;0.038487678;0.039443562;0.0353539;3.18E-05
18/02/2010;0.011820877;0.016540445;0.016925942;0.016561085;0.017345237;0.01820607;0.017001627;0.006563158;0.008446671;0.039066909;0.036052643;0.035741296;0.035446918;0.03700167;0.037996243;0.036457895;1.14E-05
19/02/2010;0.012476568;0.015464164;0.015787591;0.014839018;0.016271656;0.017167129;0.015837294;0.002184235;0.007900551;0.041154964;0.034767519;0.034439819;0.03346031;0.035734414;0.036802451;0.035043574;2.09E-05
22/02/2010;0.013009575;0.014307322;0.014855991;0.013548206;0.014411058;0.015308788;0.014572823;-0.001046405;0.007837074;0.042881199;0.033561395;0.033550388;0.032249484;0.03375683;0.034887043;0.033743209;2.68E-05
23/02/2010;0.010674585;0.013163841;0.013884055;0.01254029;0.012721247;0.013672505;0.012967519;-0.012176645;0.009229361;0.035244086;0.03217462;0.032415851;0.031016728;0.031685859;0.032989674;0.031746754;2.09E-06
24/02/2010;0.012838021;0.013637601;0.015030258;0.015436268;0.013785334;0.014875927;0.01150851;0.00967352;0.005376284;0.042305307;0.032616127;0.033596998;0.034259147;0.032854139;0.034326482;0.029668788;5.57E-05
25/02/2010;0.012324759;0.013282239;0.01404517;0.013850343;0.013859625;0.015030916;0.011562472;-0.002083209;0.004592793;0.040671168;0.032063863;0.032371515;0.032333566;0.032815327;0.034418345;0.029549447;5.98E-05
26/02/2010;0.011444748;0.012224838;0.013158831;0.013097149;0.012368038;0.013515069;0.011267042;0.001404393;0.00383585;0.03779628;0.030685717;0.031284863;0.031342733;0.030920792;0.032505107;0.029051478;5.79E-05
01/03/2010;0.009445235;0.011248042;0.012322052;0.011923892;0.0107846;0.011946305;0.01033606;0.010107257;0.005680417;0.031294906;0.029453088;0.030306532;0.030079859;0.02888188;0.030619736;0.027822574;1.42E-05
02/03/2010;0.007592499;0.011174288;0.011540464;0.010833864;0.01116378;0.012416528;0.009222927;0.002327731;0.005728455;0.025235848;0.029227601;0.029216632;0.028612675;0.02927114;0.031116974;0.026086934;3.47E-06
03/03/2010;0.008618147;0.010301081;0.010803942;0.009809585;0.009881952;0.011131864;0.00902099;0.00042911;0.005781025;0.028550731;0.028068191;0.028293849;0.027243579;0.027535628;0.029448976;0.025823381;8.05E-06
04/03/2010;0.008516814;0.009387214;0.010031454;0.008754967;0.008397415;0.009615523;0.008163103;0.003729156;0.005442959;0.028202306;0.026718522;0.027220289;0.025597619;0.025293225;0.02721383;0.024467917;9.45E-06
05/03/2010;0.008110258;0.008761759;0.009381863;0.007930468;0.007752434;0.009111491;0.00734099;0.013910283;0.00543055;0.026877007;0.025933607;0.026422061;0.024462652;0.024419227;0.026725194;0.023285629;7.18E-06
08/03/2010;0.00460543;0.010022568;0.008933416;0.007313688;0.009408416;0.010777664;0.006918817;-0.000175611;0.002246463;0.015502225;0.027698565;0.025632299;0.023189469;0.026886832;0.028922084;0.022441944;5.56E-06
09/03/2010;0.008346057;0.009145567;0.008300408;0.006675334;0.008128902;0.009479008;0.007806492;0.001711272;0.002109736;0.027577;0.026388092;0.02468958;0.022120884;0.024903586;0.027000727;0.023867358;3.89E-05
10/03/2010;0.007349214;0.008322585;0.007692501;0.006030783;0.007019709;0.00838128;0.007411803;0.004514355;0.00325148;0.0243339;0.025101913;0.023742998;0.020992166;0.023063225;0.025296019;0.023208453;1.68E-05
11/03/2010;0.007616657;0.007785046;0.007167629;0.005480333;0.006574812;0.008031909;0.006767411;0.004033374;0.00341828;0.025195124;0.024325669;0.022940225;0.02000323;0.022356713;0.024800416;0.022184469;1.76E-05
12/03/2010;0.008368122;0.007130965;0.006618569;0.004948981;0.006002168;0.007534922;0.006140209;-0.00021737;0.003803033;0.02759249;0.023184591;0.02199457;0.018945259;0.021276146;0.023938704;0.021023185;2.08E-05
15/03/2010;0.007816358;0.006523689;0.006114011;0.004613373;0.005244758;0.006853731;0.005611938;0.000452093;0.005131578;0.025794445;0.022245861;0.021210869;0.018373066;0.019926505;0.022934272;0.020144649;7.21E-06
16/03/2010;0.006752865;0.005817386;0.005575973;0.00416226;0.004396294;0.006016201;0.00496692;0.007749015;0.005262564;0.022366665;0.020905475;0.020215559;0.017403195;0.018134575;0.021361863;0.018838698;2.22E-06
17/03/2010;0.006938478;0.005785315;0.005253407;0.00388559;0.00471602;0.006455179;0.004470294;0.005804795;0.005121144;0.022970096;0.020740058;0.019519382;0.016736155;0.018699833;0.022086157;0.017710236;3.30E-06
18/03/2010;0.004399129;0.005448364;0.004863754;0.00360174;0.004627711;0.00648979;0.004417803;-0.000325899;0.005766396;0.014669899;0.020044875;0.018708596;0.016074054;0.01846218;0.022141244;0.017529986;1.87E-06
19/03/2010;0.007030725;0.004881251;0.004381359;0.003394073;0.004006499;0.005853096;0.004281673;-0.005099426;0.005833987;0.023201832;0.018862139;0.017714284;0.015561082;0.01707061;0.020903422;0.017216493;1.43E-06
22/03/2010;0.005769979;0.004994392;0.004688618;0.004345556;0.004323027;0.006299809;0.004043219;0.005082359;0.005100679;0.01910664;0.019172228;0.01841321;0.017823972;0.017865771;0.021870149;0.016769545;4.48E-07
23/03/2010;0.004399464;0.00463023;0.004295841;0.003942198;0.004123677;0.006113136;0.004100189;0.007145378;0.005218721;0.014613788;0.018312196;0.017517775;0.016835124;0.017315003;0.021379151;0.016805313;6.71E-07
24/03/2010;0.006752319;0.004569889;0.004035578;0.003631677;0.004271285;0.006322782;0.004018906;-0.005508448;0.00405576;0.022262256;0.018071595;0.016855404;0.016018091;0.017505937;0.021637696;0.016521718;7.27E-06
25/03/2010;0.005915103;0.004712756;0.004478296;0.004582833;0.004596723;0.006659411;0.004129017;-0.001705621;0.003387105;0.019513929;0.018369488;0.017801581;0.018051095;0.018209333;0.022188288;0.01677261;6.39E-06
26/03/2010;0.006482819;0.004419189;0.004174329;0.004726378;0.004290823;0.006386408;0.004270796;0.000737451;0.004349862;0.021387999;0.017736787;0.017143435;0.018286745;0.017551343;0.021699714;0.017058998;4.55E-06
29/03/2010;0.005586449;0.003890656;0.003742276;0.004247023;0.003584272;0.005542893;0.004094772;0.005667146;0.004924958;0.018397775;0.016544466;0.016187231;0.017279526;0.015949732;0.020084838;0.016703491;4.38E-07
30/03/2010;0.006623818;0.003717914;0.003466126;0.003867902;0.003573675;0.005555273;0.003788353;4.27E-05;0.004816472;0.021776228;0.016089033;0.015501002;0.016418363;0.015877535;0.020063116;0.015986463;3.27E-06
31/03/2010;0.006327132;0.003333298;0.003081199;0.003666526;0.003120631;0.00508493;0.003606846;-0.003278242;0.00618644;0.020806144;0.015181869;0.014578023;0.015971933;0.014792914;0.019160232;0.015615558;1.98E-08
01/04/2010;0.006367072;0.003238657;0.003101783;0.004119749;0.003142675;0.005107699;0.003368042;0.007386454;0.005570707;0.020894132;0.014972773;0.014656274;0.016985149;0.014892986;0.019245987;0.015081993;6.34E-07
05/04/2010;0.006407351;0.003422879;0.003000422;0.003796623;0.003471181;0.005489296;0.003345939;0.007896729;0.005432097;0.021035243;0.015352402;0.014315381;0.016203067;0.015617388;0.019925678;0.014948185;9.51E-07
06/04/2010;0.006265202;0.003669397;0.002957452;0.003503168;0.003838121;0.005922765;0.003531094;0.001682879;0.0046073;0.020536375;0.015907561;0.014165595;0.01551693;0.016428368;0.020739991;0.015342471;2.75E-06
07/04/2010;0.006425323;0.00327471;0.002598615;0.003238422;0.003237415;0.00525685;0.003685376;-0.005894043;0.0046199;0.021078302;0.014943362;0.013195214;0.014866718;0.015012494;0.019454213;0.015727677;3.26E-06
08/04/2010;0.005974604;0.00369254;0.003436852;0.004351412;0.003729183;0.005780537;0.003599673;0.003368661;0.004217928;0.019554504;0.016013942;0.015366293;0.017384874;0.016235162;0.020502433;0.015559854;3.09E-06
09/04/2010;0.004802224;0.003335331;0.003113806;0.003959033;0.003359478;0.005368124;0.003781492;0.006661668;0.004557054;0.015767079;0.015139638;0.01456482;0.016530275;0.015338138;0.019695616;0.015991783;6.01E-08
12/04/2010;0.006300372;0.003350404;0.002940088;0.003621622;0.003496796;0.005531242;0.003640672;0.001765051;0.009885129;0.020611275;0.015118126;0.014057964;0.015710789;0.015625077;0.019970765;0.01562079;1.29E-05
13/04/2010;0.005776937;0.002956225;0.002607506;0.003283042;0.002935633;0.004875225;0.003566032;0.000685166;0.01010757;0.018891787;0.014104536;0.013179136;0.014922341;0.014212253;0.018676716;0.015470069;1.88E-05
14/04/2010;0.006411052;0.002589637;0.002269907;0.003017418;0.002503243;0.004369678;0.003267233;0.011088363;0.010715303;0.020931525;0.013110724;0.012231188;0.014276745;0.013029901;0.017613173;0.014777941;1.85E-05
15/04/2010;0.006313602;0.003684821;0.00258616;0.002873224;0.003455512;0.005442865;0.003177798;0.000842184;0.00932469;0.020587737;0.015938013;0.013121341;0.013888126;0.015522052;0.019802832;0.014500253;9.07E-06
16/04/2010;0.006822223;0.003276773;0.002284516;0.002607923;0.002953699;0.00484835;0.003732847;-0.016257982;0.009407626;0.022274728;0.014962579;0.012291351;0.013207463;0.014270212;0.018642364;0.015901194;6.68E-06
19/04/2010;0.006534149;0.007060885;0.008224355;0.006524443;0.005669697;0.007439214;0.004069859;0.004511141;0.003678798;0.02136216;0.023037933;0.02467743;0.021791395;0.020677047;0.023567378;0.016879222;8.15E-06
20/04/2010;0.006637855;0.006450152;0.007501288;0.005773394;0.00521954;0.006923079;0.006791165;0.008026046;0.00525367;0.021737468;0.021971534;0.023546741;0.02043177;0.01979421;0.022671647;0.02222681;1.92E-06
21/04/2010;0.005917559;0.006353131;0.006951597;0.005204953;0.005459961;0.007194284;0.007031153;-0.001019516;0.011809168;0.019380978;0.021779968;0.022638595;0.019353854;0.020229521;0.023131577;0.022645933;3.47E-05
22/04/2010;0.006725381;0.005797022;0.006437393;0.005072994;0.004953626;0.006604414;0.006899885;0.002261321;0.012705549;0.022023159;0.020779592;0.021795213;0.019118693;0.019249277;0.02211504;0.022486694;3.58E-05
23/04/2010;0.007700131;0.005238912;0.005911488;0.004622305;0.004267065;0.005894139;0.006294578;0.007098268;0.014449017;0.025208102;0.019734491;0.020883603;0.018161933;0.017813443;0.020838582;0.021490897;4.55E-05
26/04/2010;0.007319528;0.005113502;0.005503927;0.004173004;0.00438245;0.006022897;0.005616663;-0.004305704;0.015309151;0.023910571;0.019441948;0.020090342;0.017182108;0.018027927;0.02102545;0.020206333;6.38E-05
27/04/2010;0.00709266;0.005060362;0.005590483;0.004983759;0.004576457;0.006241796;0.005271283;-0.02365964;0.017358395;0.023165287;0.019372156;0.020280168;0.018848948;0.018485061;0.021460224;0.019573316;0.000105385
